Area,Mapped,Number,Project,Address,City,State,Latitude,Longitude,Description,Developer_General_Contractor,Cost,Date,Status,Checked,Map Circle color
07-South Buffalo,,,Larkin Kamman Building,755 Seneca St.,Buffalo,NY,42.8759180,-78.8490880,,Larkin Development Group,$1.0,2013,Completed,BUDC,#CA6266
07-South Buffalo,,,River Fest Park Pavilion,249 Ohio St.,Buffalo,NY,42.8702720,-78.8703680,"5,000 SF restaurant, meeting facility to support park activities",Trautman Associates,$2.4,2016,Completed,Trautman Associates,#CA6266
07-South Buffalo,,,Schaefer building,740 Seneca St.,Buffalo,NY,42.8765510,-78.8493220,Offices for Young + Wright architecture,Larkin Development,$1.0,2013,Completed,Jim,#CA6266
07-South Buffalo,,,Silo City,Childs Street,Buffalo,NY,42.8622460,-78.8629420,"recreation, special event center",Rick Smith,$1.5,2013,Completed,,#CA6266
07-South Buffalo,,,Tops Markets LLC,1460 South Park Ave.,Buffalo,NY,42.8585580,-78.8300970,"Renovation of 59,000 SF store","Benderson Development Co. LLC, Concept Construction",$1.3,2014,Completed,Jim,#CA6266
07-South Buffalo,,,Just B4 Plaza,346 Hopkins St.,Buffalo,NY,42.8467950,-78.8327270,,Edwin Borrero,$1.0,2016,Under,Jim,#009770
07-South Buffalo,,,Larkinville Diner,694 Swan St.,Buffalo,NY,42.8768320,-78.8500430,Restoration of 1930s diner,Larkin Development Group,$1.0,2017,Under,BUDC,#009770
07-South Buffalo,,,McDermott Lofts,169 Elk St.,Buffalo,NY,42.8679680,-78.8471290,Reuse of St. Clare RC church and school into 11 residential units and commercial space,"Savarino Cos., Abstract Architecture",$1.3,2017,Under,Savarino Cos.,#009770
08-Northtowns,,,199 Park Club Lane,199 Park Club Lane,Amherst,NY,42.9626910,-78.7652600,"31,000 SF specialized medical office building","Ciminelli Real Estate Corp., Waterbourne Construction Advisors",$7.2,2013,Completed,Bricks 2014.Ciminelli,#CA6266
08-Northtowns,,,3D Partners,4549 Main St.,Amherst,NY,42.9620940,-78.7818830,Rebuild of fire-damaged building,Bruce Levine,$1.5,2013,Completed,AIDA,#CA6266
08-Northtowns,,,5989 Transit,5989 Transit Road,East Amherst,NY,43.0107480,-78.6965760,"10,600 SF retail plaza",McGuire Development Co.,$3.0,2016,Completed,McGuire,#CA6266
08-Northtowns,,,Alexander Estates,2217 Sweet Home Road,Amherst,NY,43.0212600,-78.7989640,18-unit residential construction,Holly's Vineyard Inc.,$1.4,2014,Completed,Am-town,#CA6266
08-Northtowns,,,Alexander Estates,2213 Sweet Home Road,Amherst,NY,43.0212150,-78.7989640,18-unit residential construction,,$1.4,2015,Completed,Am-town,#CA6266
08-Northtowns,,,Amherst Ridge Senior Apartments,467 John James Audubon Pkwy.,Amherst,NY,43.0176130,-78.7829220,50-unit residential construction,Clover Management Inc.,$2.5,2015,Completed,Am-town,#CA6266
08-Northtowns,,,Amherst Stainless,60 John Glenn Drive,Amherst,NY,43.0327080,-78.8059540,Manufacturing plant expansion,xxxx,$1.3,2013,Completed,AIDA,#CA6266
08-Northtowns,,,Amherst Town Court,400 John James Audubon Pkwy.,Amherst,NY,43.0174730,-78.7802430,Addition,,$1.3,2015,Completed,Am-town,#CA6266
08-Northtowns,,,Andreozzi Bluestein Fickess,9145 Main St.,Clarence,NY,42.9691110,-78.6504680,Law firm offices,xxxx,$1.3,2014,Completed,Clarence-town,#CA6266
08-Northtowns,,,Beechwood Health Care,2235 Millersport Hightway,Amherst,NY,43.0090010,-78.7705730,Addition,Lamparelli Construction Co.,$1.2,2014,Completed,Am-town,#CA6266
08-Northtowns,,,BJ's Wholesale Club,3060 Sheridan Drive,Amherst,NY,42.9807750,-78.8209200,New store,Vorando Properties,$4.0,2013,Completed,Am-town,#CA6266
08-Northtowns,,,"Boulevard, The",1561 Niagara Falls Blvd.,Amherst,NY,42.9976730,-78.8223390,"6,000 SF addition, next to Old Navy, Trader Joe's, Nordstrom Rack",Benderson Development Co. LLC,$7.7,2016,Completed,Benderson Development Co. LLC,#CA6266
08-Northtowns,,,Brothers of Mercy,4520 Ransom Road,Clarence,NY,42.9701100,-78.5964280,Renovation of 100-unit senior aoartment complex,"CSS Construction, Bammel Architects",$2.0,2015,Completed,CSS Construction,#CA6266
08-Northtowns,,,Buffalo Academy of Sacred Heart Athletic Center,3860 Main St.,Amherst,NY,42.9630630,-78.8069470,"14,000 SF gym, locker rooms, fitness room, offices",Picone Construction Corp.,$3.2,2014,Completed,Bricks 2015,#CA6266
08-Northtowns,,,Buffalo Medical Group PC Northtowns Expansion,325 Essjay Road,Williamsville,NY,42.9732050,-78.7368920,Renovation of Class A office space,McGuire Development Co.,$5.7,2016,Completed,McGuire,#CA6266
08-Northtowns,,,Cantalician Center,1350 Eggert Road,Amherst,NY,42.9649840,-78.8049470,"56,000 SF conversion of school",Ellicott Development Co.,$5.6,2013,Completed,"Jim,  AmIDA, Ellicott Dev",#CA6266
08-Northtowns,,,Canterbury Woods Oxford Village,705 Renaissance Drive,Amherst,NY,42.9971580,-78.7188300,Renovation of skilled nursing unit,"Episcopal Church Home & Affiliates, Lehigh Construction",$1.4,2015,Completed,Pantano,#CA6266
08-Northtowns,,,Center for Handicapped Children,1085 Eggert Road,Amherst,NY,42.9579220,-78.8029760,School conversion,Zaepfel Development,$2.2,2014,Completed,AIDA,#CA6266
08-Northtowns,,,Chapel Event Center,24335 Hopkins Road,Amherst,NY,43.0235280,-78.7378770,Meeting rooms,Chapel at CrossPark,$2.8,2013,Completed,Am-town,#CA6266
08-Northtowns,,,Columbus McKinnon,205 CrossPoint Pkwy.,Amherst,NY,43.0402750,-78.7500060,"30,000 SF headquarters and training center",Uniland Development Co.,$6.5,2015,Completed," AmIDA, Uniland ",#CA6266
08-Northtowns,,,Country Club of Buffalo,250 Youngs Road,Amherst,NY,42.9736120,-78.7272530,Addition,R&P Oak Hill Development,$2.0,2013,Completed,Am-town,#CA6266
08-Northtowns,,,Dick's Sporting Goods,1265 Niagara Falls Blvd.,Amherst,NY,42.9887370,-78.8225210,Addition,Montgomery Development Carolina Corp.,$6.4,2015,Completed,Am-town,#CA6266
08-Northtowns,,,Exchange at University Place,1300 Sweet Home Road,Amherst,NY,42.9972750,-78.8005330,Apartment complex with retail component,"Bevilacqua Development, Silvestri Architects",$8.8,2013,Completed,Bricks 2014,#CA6266
08-Northtowns,,,FayeBrook Retirement Community,1805 Maple Road,Amherst,NY,42.9902610,-78.7207800,99-unit senior housing,Bliss Construction LLC,$7.0,2015,Completed,Am-town,#CA6266
08-Northtowns,,,FedEx Trade Networks,555 Riverwalk Pkwy.,Tonawanda,NY,42.9982050,-78.9155140,"88,000 SF office and warehouse in Riverview Solar Technology Park",TM Montante Development LLC,$10.7,2014,Completed,Tonawanda IDA/ECIDA/Bricks 2015/TM Montante,#CA6266
08-Northtowns,,,Fetch Logistics,25 Northpointe Pkwy.,Amherst,NY,43.0353630,-78.8055390,Headquarters expansion,,$5.6,2015,Completed,NYS,#CA6266
08-Northtowns,,,"Glen at Sheridan Meadows, The",160 Glendon Place,Amherst,NY,42.9759520,-78.6993480,76-unit apartment complex with clubhouse,Uniland Development Co.,$11.0,2014,Completed,Uniland,#CA6266
08-Northtowns,,,Grand Island apartment complex,1955-1963 Grand island Blvd.,Grand Island,NY,43.0152320,-78.9553710,32-apartment complex,Dave Mazur,$2.0,2015,Completed,Grand Island IDA,#CA6266
08-Northtowns,,,Grand Island Noco Express,1898 Whitehaven Road,Grand Island,NY,43.0212970,-78.9616680,"4,000 SF store and gas station",Kulback's Construction,$2.6,2014,Completed,Bricks 2015,#CA6266
08-Northtowns,,,Holiday Inn Express,2719 Grand Island Blvd.,Grand Island,NY,43.0363650,-78.9766500,Renovation of former Dunlop Tire headquarters,"Jay Patel, Eastern Hospitality Advisors",$5.3,2016,Completed,Jim,#CA6266
08-Northtowns,,,Homegoods,8190 Transit Road,Amherst,NY,42.9913690,-78.6969580,,Benderson Development Co. LLC,$1.4,2013,Completed,Benderson Development Co. LLC,#CA6266
08-Northtowns,,,IMA Life,2175 Military Road,Tonawanda,NY,42.9965080,-78.8819380,"5,000 SF expansion",Uniland Development Co.,$1.0,2016,Completed,Uniland,#CA6266
08-Northtowns,,,Ingram Micro,1759 Wehrle Drive,Amherst,NY,42.9555160,-78.7267360,Internal expansion,,$11.0,2014,Completed,AIDA,#CA6266
08-Northtowns,,,Ivoclar Vivadent,175 Pineview Drive,Amherst,NY,43.0276060,-78.8026410,"24,000 SF office, manufacturing and warehouse space ",LPCiminelli Inc.,$4.2,2013,Completed,Bricks 2014,#CA6266
08-Northtowns,,,Ken-Ton Presbyterian Home,3735 Delaware Ave.,Tonawanda,NY,42.9857710,-78.8723800,Addition and renovations,R&P Oak Hill Development,$1.0,2014,Completed,Tonawanda IDA,#CA6266
08-Northtowns,,,Kenmore Teachers FCU,3365 Sheridan Drive,Tonawanda,NY,42.9799080,-78.8088600,"Renovate 4,800 SF site",Carmina Wood Morris,$1.2,2016,Completed,Carmina Woods,#CA6266
08-Northtowns,,,Kittinger Furniture,4675 Transit Road,Clarence,NY,42.9748670,-78.6967400,Manufacturing plant,xxxx,$1.4,2014,Completed,Clarence-town,#CA6266
08-Northtowns,,,LA Fitness,5089 Transit Road,Clarence,NY,42.9855020,-78.6969180,,Benderson Development Co. LLC,$1.4,2013,Completed,Clarence-town,#CA6266
08-Northtowns,,,LA Fitness,3060 Sheridan Drive,Amherst,NY,42.9807750,-78.8209200,,Vorando Properties,$2.0,2014,Completed,Jim,#CA6266
08-Northtowns,,,Martin's Fantasy Island,2400 Grand Island Blvd,Grand Island,NY,43.0271090,-78.9719690,Amusement park expansion with Rock-n-Roll Musik Express,,$1.0,2015,Completed,Jim,#CA6266
08-Northtowns,,,McAuley Residence,1503 Military Road,Kenmore,NY,42.9781740,-78.8858310,"Central kitchen addition, transitional care center","Telco Construction, Resitarits Construction, Catholic Health",$6.9,2016,Completed,Catholic Health,#CA6266
08-Northtowns,,,Nexus Natural Gas LLC,380 Grand Island Blvd.,Tonawanda,NY,42.9834670,-78.9141820,"Fuel station for drivers of CNG-powered vehicles, open 24-7",Seven-company consortium,$2.8,2015,Completed,TriadRecycle,#CA6266
08-Northtowns,,,NFTA CNG Fueling Station,10000 Military Road,Kenmore,NY,42.9698600,-78.8872290,New fueling station for CNG NFTA buses and para-transit vehicles,"NFTA, Trillium CNG, Zoladz Construction",$5.4,2015,Completed,NFTA,#CA6266
08-Northtowns,,,Niagara Blower,91 Sawyer Ave.,Tonawanda,NY,42.9739880,-78.9237830,"Renovation of former Sweeney Steel site and 10,000 SF addition",The Krog Group,$1.2,2014,Completed,"Tonawanda IDA, Krog",#CA6266
08-Northtowns,,,Niagara Produce,8555 Transit Road,Clarence,NY,43.0831510,-78.6962260,Market and retail center construction/expansion,xxxx,$9.5,2014,Completed,Clarence IDA,#CA6266
08-Northtowns,,,Noco Express Mart,1555 N. French Road,Amherst,NY,43.0343600,-78.7673170,"Retail convenience store, gas station, Tim Horton's, Subway",R&P Oak Hill Development,$1.5,2013,Completed,Am-town,#CA6266
08-Northtowns,,,Old Dutchman Wrought Iron,2800 Millersport Highway,Amherst,NY,43.0220490,-78.7631880,"20,000 Sf production/distribution building",,$1.8,2016,Completed,"AIDA, Am-town",#CA6266
08-Northtowns,,,Park Country Club,4949 Sheridan Drive,Amherst,NY,42.9774740,-78.7523110,"5,300 SF addition and renovations to 1927 English Scholastic clubhouse",BRD Construction Inc.,$3.4,2013,Completed,Bricks 2014,#CA6266
08-Northtowns,,,Premier Center,3900 Maple Road,Amherst,NY,42.9917820,-78.8195460,New retail store/restaurant,Premier Wines Corp.,$9.0,2014,Completed,Bricks 2013/AIDA,#CA6266
08-Northtowns,,,Rock Garden Development,9470 Main St.,Clarence,NY,42.9725680,-78.6368560,Mixed-use office/retail,xxxx,$3.5,2014,Completed,Clarence-town,#CA6266
08-Northtowns,,,Rock Oak Estates,4667 Kings Cross Ave.,Clarence,NY,42.9714850,-78.6243120,Expansion ,xxxx,$2.0,2014,Completed,Clarence-town,#CA6266
08-Northtowns,,,Rockledge Professional Park,8175 Sheridan Drive,Clarence,NY,42.9782450,-78.6902150,Office park development,xxxx,$2.1,2014,Completed,Clarence-IDA,#CA6266
08-Northtowns,,,Seal & Design Inc.,4015 Casilio Pkwy.,Clarence,NY,42.9564880,-78.6323190,Manufacturing plant expansion,,$2.6,2015,Completed,Clarence IDA,#CA6266
08-Northtowns,,,Senior Housing,8040 Roll Road,Clarence,NY,43.0021620,-78.6943840,Senior apartments/independent living,xxxx,$10.0,2015,Completed,Clarence-IDA,#CA6266
08-Northtowns,,,Sheridan Medical Office,2075 Sheridan Drive,Kenmore,NY,42.9803550,-78.8566930,,,$1.6,2015,Completed,Ellicott Dev,#CA6266
08-Northtowns,,,Simmers Crane Design & Service Co.,365 Wheeler St.,Tonawanda,NY,43.0056530,-78.8845790,"20,000 SF manufacturing plant",,$1.7,2015,Completed,ECIDA,#CA6266
08-Northtowns,,,Spec Office Building,480 Crosspoint Parkway,Amherst,NY,43.0431640,-78.7448280,"130,000 SF",Uniland Development Co.,$3.5,2015,Completed,Am-town,#CA6266
08-Northtowns,,,Staybridge Suites,1290 Sweet Home Road,Amherst,NY,42.9970050,-78.8015230,Hotel,Ellicott Development,$16.8,2013,Completed,"Am-town, Ellicott Dev",#CA6266
08-Northtowns,,,Sweet Home Senior Apartments,1880 Sweet Home Road,Amherst,NY,43.0114550,-78.7990630,Senior apartments,Clover Management Inc.,$9.7,2014,Completed,"AIDA, Am-town",#CA6266
08-Northtowns,,,Szymkowiak & Associates,6325 Main St.,Williamsville,NY,42.9655400,-78.7177360,"20,000 SF building",McGuire Development Co.,$1.4,2013,Completed,McGuire,#CA6266
08-Northtowns,,,Tops Markets LLC,2140 Grand Island Blvd.,Grand Island,NY,43.0198510,-78.9633730,Supermarket renovations,Concept Construction Corp.,$1.8,2013,Completed,Tops,#CA6266
08-Northtowns,,,Towne Mini,8231 Main St.,Clarence,NY,42.9650050,-78.6873280,Auto dealership,xxxx,$1.7,2014,Completed,Clarence IDA,#CA6266
08-Northtowns,,,Trader Joe's,1561 Niagara Falls Blvd.,Amherst,NY,42.9976730,-78.8223390,Shell,Benderson Development Co. LLC,$1.3,2013,Completed,Benderson Development Co. LLC,#CA6266
08-Northtowns,,,Tronconi Segarra & Associates,8321 Main St.,Clarence,NY,42.9642550,-78.6841020,CPA offices,"McGuire Development, R&P Oak Hill",$4.6,2014,Completed,Clarence-IDA,#CA6266
08-Northtowns,,,US Itek Inc.,1016 Niagara Falls Blvd.,Tonawanda,NY,42.9819120,-78.8235510,Renovation of 1930s building into high tech facility,"MWT Architects, Roofing Consultants Inc",$1.4,2014,Completed,Bricks 2015,#CA6266
08-Northtowns,,,Wal-Mart,3290 Sheridan Drive,Amherst,NY,42.9820540,-78.8118710,New store,,$11.4,2013,Completed,Am-town,#CA6266
08-Northtowns,,,Wendel Headquarters,375 Essjay Road,Amherst,NY,42.9715390,-78.7367500,Renovated headquarters for Wendel ,"Ciminelli Real Estate Corp., Wendel",$1.5,2015,Completed,Bricks 2016,#CA6266
08-Northtowns,,,Williamsville Central School District,105 Casey Road,Williamsville,NY,43.0234570,-78.7339880,Renovations at 11 buildings,"Kideney Architects, Spicer Group",$8.7,2015,Completed,Trautman Associates,#CA6266
08-Northtowns,,,Wm. Mattar Law Offices,6710 Main St.,Amherst,NY,42.9662000,-78.7039060,"19,000 sf new construction",EMP Property LLC,$4.0,2014,Completed,"AIDA, Am-town",#CA6266
08-Northtowns,,,WNY Dermatology,297 Spindrift Drive,Amherst,NY,42.9582660,-78.7153810,"14,000 SF dermatology and spa treatment center","Matrix Development Corp., Tundo Construction",$1.0,2016,Completed,Matrix,#CA6266
08-Northtowns,,,Zenger Development Corp.,777 E. Park Drive,Tonawanda,NY,42.9906510,-78.8974650,Consolidation of five facilities into one,,$4.0,2013,Completed,ECIDA,#CA6266
08-Northtowns,,,Ziegler Honda-Amherst,2277 Niagara Falls Blvd.,Amherst,NY,43.0158820,-78.8215870,New construction car dealer,,$2.2,2015,Completed,Am-town,#CA6266
08-Northtowns,,,1 Delaware Road,1 Delaware Road,Kenmore,NY,42.9626060,-78.8691980,conversion of school building into apartments,Ellicott Development,$5.9,2016,Under,Jim/Ellicott Dev,#009770
08-Northtowns,,,10120 County Road project,10120 County Road,Clarence,NY,43.0323010,-78.6111700,Spec building for warehouse/manufacturing,,$1.0,2016,Under,Clarence IDA,#009770
08-Northtowns,,,10681 Main St.,10681 Main St.,Clarence,NY,42.9805560,-78.5899020,Adaptive re-use of building for Niagara Asset Management LLC,,$1.0,2016,Under,Clarence-town,#009770
08-Northtowns,,,445 Creekside Warehouse,445 Creekside Drive,Amherst,NY,43.0308710,-78.8048200,"68,450 SF warehouse",,$2.9,2016,Under, AmIDA,#009770
08-Northtowns,,,945 Kenmore,945 Kenmore Ave.,Kenmore,NY,42.9588480,-78.8526570,,Sinatra,$4.5,2017,Under,Sinatra,#009770
08-Northtowns,,,Advantage Cos.,1955 Wehrle Drive,Amherst,NY,42.9555300,-78.7221900,"20,000 SF repair-distribution facility",,$1.1,2016,Under, AmIDA,#009770
08-Northtowns,,,Alro Steel Inc.,50 Ensminger Road,Tonawanda,NY,42.9875030,-78.8861590,"52,000 SF manufacturing expansion",,$5.2,2016,Under,Dave,#009770
08-Northtowns,,,Amberleigh,2330 Maple Road,Amherst,NY,42.9908780,-78.7019080,Renovations/addition to senior housing,Picone Construction Corp.,$6.2,2016,Under,"Am-town, AmIDA",#009770
08-Northtowns,,,Amberleigh Office Building,2330 Maple Road,Amherst,NY,42.9908780,-78.7019080,"20,000 SF office building",Benderson Development Co. LLC,$4.0,2017,Under,Benderson Development Co. LLC,#009770
08-Northtowns,,,Ambulatory Surgery Center,903 Sweet Home Road,Amherst,NY,42.9881210,-78.8065270,"Site work, shell building",Lamparelli Construction Co.,$2.1,2017,Under,Am-town,#009770
08-Northtowns,,,Amherst Central School District,56 Kings Highway,Amherst,NY,42.9565570,-78.7911270,Renovations and improvements to Windermere Elementary School,Turner Construction Co.,$4.0,2016,Under,Turner,#009770
08-Northtowns,,,Ashton Potter,10 Curtwright Drive,Amherst,NY,42.9552320,-78.7075050,"55,000 SF production facility for stamps and stamped envelopes",,$3.4,2016,Under, AmIDA,#009770
08-Northtowns,,,Beaver Island Golf Clubhouse,Beaver Island State Park,Grand Island,NY,42.9671460,-78.9588690,New golf clubhouse,HHL Architects,$2.0,2017,Under,HHL Architects,#009770
08-Northtowns,,,Beaver Island Pro Shop,,Grand Island,NY,42.9603760,-78.9509060,"Construction of 3,315 SF pro shop",,$2.7,2017,Under,Jim,#009770
08-Northtowns,,,Brighton Eggert Animal Clinic,2880 Sheridan Drive,Tonawanda,NY,42.9814220,-78.8271880,,Benderson Development Co. LLC,$1.3,2016,Under,Benderson Development Co. LLC,#009770
08-Northtowns,,,Clarence Police Court Building,5 Town Place,Clarence,NY,42.9962340,-78.6403230,"20,000 SF building","Kideney Architects, Bldg. Innovations Group",$5.0,2017,Under,Kideney,#009770
08-Northtowns,,,Daemen College Lumsden Gymnasium,4433 Main Street,Amherst,NY,42.9627970,-78.7861770,"Expand seating from 400 to 1,200",R&P Oak Hill Development,$9.0,2016,Under,"Am-town, Dan",#009770
08-Northtowns,,,Daemen College YMCA renovation,4434 Main Street,Amherst,NY,42.9635290,-78.7856670,"Renovation of 25,000 SF YMCA into classrooms and PT use",,$5.6,2016,Under,Dan,#009770
08-Northtowns,,,Eastgate Plaza,4927 Transit Road,Clarence,NY,42.9817610,-78.6962800,"19,000 SF retail building",Benderson Development Co. LLC,$3.1,2017,Under,,#009770
08-Northtowns,,,Emerling Insurance Inc.,9092 Main St.,Clarence,NY,42.9694120,-78.6528920,Office buiding,,$1.7,2016,Under,Clarence IDA,#009770
08-Northtowns,,,Geico expansion,300 CrossPoint Parkway,Getzville,NY,43.0435940,-78.7520010,Geico adding 600 jobs in office expansion in CrossPoint Business Park,Uniland Development Co.,$11.0,2017,Under,"Empire State Dev, Jim",#009770
08-Northtowns,,,Grand Island Central School District,***,Grand Island,,43.0290880,-78.9645810,New transportation facility,Cannon,$7.0,2017,Under,Cannon,#009770
